文部科学省　学校コード一覧,,,,,,,,,,更新日：,5/23/2024
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
F128310108892,F1(大学),28(兵庫),3(私),1(本),兵庫医科大学,兵庫県西宮市武庫川町１－１,6638501,2021-01-20,,2675,
F128310108909,F1(大学),28(兵庫),3(私),9(廃),宝塚大学,兵庫県宝塚市花屋敷つつじガ丘７－２７,6650803,2021-01-20,2021-05-27,2676,F127310108900
F128310108918,F1(大学),28(兵庫),3(私),1(本),姫路獨協大学,兵庫県姫路市上大野７－２－１,6708524,2021-01-20,,2677,
F128310108927,F1(大学),28(兵庫),3(私),1(本),流通科学大学,兵庫県神戸市西区学園西町３－１,6512188,2021-01-20,,2678,
F128310108936,F1(大学),28(兵庫),3(私),1(本),神戸芸術工科大学,兵庫県神戸市西区学園西町８－１－１,6512196,2021-01-20,,2679,
F128310108945,F1(大学),28(兵庫),3(私),1(本),関西福祉大学,兵庫県赤穂市新田字釜家後３８０の３,6780255,2021-01-20,,2680,
F128310108954,F1(大学),28(兵庫),3(私),1(本),関西国際大学,兵庫県三木市志染町青山１丁目１８,6730521,2021-01-20,,2681,
F128310108963,F1(大学),28(兵庫),3(私),1(本),神戸医療未来大学,兵庫県神崎郡福崎町高岡字塩田１９６６番地の５,6792217,2021-01-20,,2683,
F128310108972,F1(大学),28(兵庫),3(私),1(本),神戸情報大学院大学,兵庫県神戸市中央区加納町２丁目２番７号,6500001,2021-01-20,,2685,
F128310108981,F1(大学),28(兵庫),3(私),1(本),関西看護医療大学,兵庫県淡路市志筑字船橋１４５６番４号,6562131,2021-01-20,,2686,
F128310108990,F1(大学),28(兵庫),3(私),9(廃),兵庫医療大学,兵庫県神戸市中央区港島１丁目３番６,6508530,2021-01-20,2022-05-01,2688,F128310108892
F128310109007,F1(大学),28(兵庫),3(私),1(本),姫路大学,兵庫県姫路市大塩町２０４２番２,6710101,2021-01-20,,2689,
F228310109015,F2(短大),28(兵庫),3(私),1(本),大手前短期大学,兵庫県西宮市御茶家所町６－４２,6628552,2021-01-20,,5584,
F228310109024,F2(短大),28(兵庫),3(私),1(本),神戸女子短期大学,兵庫県神戸市中央区港島中町４－７－２,6500046,2021-01-20,,5646,
F228310109033,F2(短大),28(兵庫),3(私),1(本),神戸常盤大学短期大学部,兵庫県神戸市長田区大谷町２－６－２,6530838,2021-01-20,,5647,
F228310109042,F2(短大),28(兵庫),3(私),9(廃),神戸山手短期大学,兵庫県神戸市中央区諏訪山町３－１,6500006,2021-01-20,2021-05-27,5648,
F228310109051,F2(短大),28(兵庫),3(私),1(本),頌栄短期大学,兵庫県神戸市東灘区御影山手１－１８－１,6580065,2021-01-20,,5650,
F228310109060,F2(短大),28(兵庫),3(私),9(廃),芦屋学園短期大学,兵庫県芦屋市六麓荘町１４－１０,6598511,2021-01-20,2021-05-27,5667,
F228310109079,F2(短大),28(兵庫),3(私),1(本),豊岡短期大学,兵庫県豊岡市戸牧１６０,6688580,2021-01-20,,5669,
F228310109088,F2(短大),28(兵庫),3(私),1(本),甲子園短期大学,兵庫県西宮市瓦林町４－２５,6638107,2021-01-20,,5671,
F228310109097,F2(短大),28(兵庫),3(私),1(本),神戸教育短期大学,兵庫県神戸市長田区西山町２－３－３,6530862,2021-01-20,,5672,
F228310109104,F2(短大),28(兵庫),3(私),1(本),関西学院短期大学,兵庫県西宮市岡田山７－５４,6620827,2021-01-20,,5673,
F228310109113,F2(短大),28(兵庫),3(私),1(本),園田学園女子大学短期大学部,兵庫県尼崎市南塚口町７－２９－１,6610012,2021-01-20,,5674,
F228310109122,F2(短大),28(兵庫),3(私),1(本),産業技術短期大学,兵庫県尼崎市西昆陽１－２７－１,6610047,2021-01-20,,5675,
F228310109131,F2(短大),28(兵庫),3(私),1(本),東洋食品工業短期大学,兵庫県川西市南花屋敷４－２３－２,6660026,2021-01-20,,5676,
F228310109140,F2(短大),28(兵庫),3(私),1(本),兵庫大学短期大学部,兵庫県加古川市平岡町新在家２３０１,6750101,2021-01-20,,5677,
F228310109159,F2(短大),28(兵庫),3(私),1(本),湊川短期大学,兵庫県三田市四ツ辻１４３０,6691342,2021-01-20,,5678,
F228310109168,F2(短大),28(兵庫),3(私),1(本),武庫川女子大学短期大学部,兵庫県西宮市池開町６－４６,6638558,2021-01-20,,5679,
F228310109177,F2(短大),28(兵庫),3(私),1(本),姫路日ノ本短期大学,兵庫県姫路市香寺町香呂８９０－１,6792151,2021-01-20,,5681,
G128110109189,G1(高専),28(兵庫),1(国),1(本),明石工業高等専門学校,兵庫県明石市魚住町西岡６７９－３,6748501,2021-01-20,,6632,
G128210109196,G1(高専),28(兵庫),2(公),1(本),神戸市立工業高等専門学校,兵庫県神戸市西区学園東町８－３,6512102,2021-01-20,,7130,
F129110109206,F1(大学),29(奈良),1(国),1(本),奈良教育大学,奈良県奈良市高畑町,6308528,2021-01-20,,0312,
F129110109215,F1(大学),29(奈良),1(国),1(本),奈良女子大学,奈良県奈良市北魚屋東町,6308506,2021-01-20,,0316,
F129110109224,F1(大学),29(奈良),1(国),1(本),奈良先端科学技術大学院大学,奈良県生駒市高山町８９１６－５,6300192,2021-01-20,,0492,
F129210109231,F1(大学),29(奈良),2(公),1(本),奈良県立医科大学,奈良県橿原市四条町８４０,6348521,2021-01-20,,1264,
F129210109240,F1(大学),29(奈良),2(公),1(本),奈良県立大学,奈良県奈良市船橋町１０,6308258,2021-01-20,,1266,
F129310109257,F1(大学),29(奈良),3(私),1(本),帝塚山大学,奈良県奈良市帝塚山７－１－１,6318501,2021-01-20,,2690,
F129310109266,F1(大学),29(奈良),3(私),1(本),天理大学,奈良県天理市杣之内町１０５０,6328510,2021-01-20,,2691,
F129310109275,F1(大学),29(奈良),3(私),1(本),奈良大学,奈良県奈良市山陵町１５００,6318502,2021-01-20,,2692,
F129310109284,F1(大学),29(奈良),3(私),1(本),奈良学園大学,奈良県奈良市中登美ヶ丘３－１５－１,6318524,2021-01-20,,2693,
F129310109293,F1(大学),29(奈良),3(私),1(本),畿央大学,奈良県北葛城郡広陵町馬見中四丁目２番２,6350832,2021-01-20,,2694,
F129310109300,F1(大学),29(奈良),3(私),9(廃),天理医療大学,奈良県天理市別所町８０－１,6320018,2021-01-20,2023-05-01,2695,
F229310109318,F2(短大),29(奈良),3(私),1(本),奈良芸術短期大学,奈良県橿原市久米町２２２,6340063,2021-01-20,,5690,
F229310109327,F2(短大),29(奈良),3(私),1(本),奈良佐保短期大学,奈良県奈良市鹿野園町８０６,6308425,2021-01-20,,5692,
F229310109336,F2(短大),29(奈良),3(私),1(本),大和大学白鳳短期大学部,奈良県北葛城郡王寺町葛下１－７－１７,6360011,2021-01-20,,5696,
G129110109348,G1(高専),29(奈良),1(国),1(本),奈良工業高等専門学校,奈良県大和郡山市矢田町２２,6391080,2021-01-20,,6636,
F130110109356,F1(大学),30(和歌山),1(国),1(本),和歌山大学,和歌山県和歌山市栄谷９３０,6408510,2021-01-20,,0320,
F130210109363,F1(大学),30(和歌山),2(公),1(本),和歌山県立医科大学,和歌山県和歌山市紀三井寺８１１－１,6418509,2021-01-20,,1268,
F130310109370,F1(大学),30(和歌山),3(私),1(本),高野山大学,和歌山県伊都郡高野町高野山３８５,6480211,2021-01-20,,2705,
F130310109389,F1(大学),30(和歌山),3(私),1(本),和歌山信愛大学,和歌山県和歌山市住吉町１,6408022,2021-01-20,,2706,
F130310111919,F1(大学),30(和歌山),3(私),1(本),和歌山リハビリテーション専門職大学,和歌山県和歌山市湊本町三丁目１番地,6408222,2021-05-27,,2707,
F230310109397,F2(短大),30(和歌山),3(私),1(本),和歌山信愛女子短期大学,和歌山県和歌山市相坂７０２－２,6400341,2021-01-20,,5705,
G130110109407,G1(高専),30(和歌山),1(国),1(本),和歌山工業高等専門学校,和歌山県御坊市名田町野島７７,6440023,2021-01-20,,6640,
F131110109417,F1(大学),31(鳥取),1(国),1(本),鳥取大学,鳥取県鳥取市湖山町南４－１０１,6800945,2021-01-20,,0324,
F131210109424,F1(大学),31(鳥取),2(公),1(本),公立鳥取環境大学,鳥取県鳥取市若葉台北一丁目１番１号,6891111,2021-01-20,,1272,
F131310109431,F1(大学),31(鳥取),3(私),1(本),鳥取看護大学,鳥取県倉吉市福庭８５４,6828555,2021-01-20,,2711,
F231310109449,F2(短大),31(鳥取),3(私),1(本),鳥取短期大学,鳥取県倉吉市福庭８５４,6828555,2021-01-20,,5713,
G131110109451,G1(高専),31(鳥取),1(国),1(本),米子工業高等専門学校,鳥取県米子市彦名町４４４８,6830854,2021-01-20,,6644,
F132110109461,F1(大学),32(島根),1(国),1(本),島根大学,島根県松江市西川津町１０６０,6908504,2021-01-20,,0512,
F132210109478,F1(大学),32(島根),2(公),1(本),島根県立大学,島根県浜田市野原町２４３３番２,6970016,2021-01-20,,1277,
F232210109486,F2(短大),32(島根),2(公),1(本),島根県立大学短期大学部,島根県松江市浜乃木７－２４－２,6900044,2021-01-20,,4538,
G132110109496,G1(高専),32(島根),1(国),1(本),松江工業高等専門学校,島根県松江市西生馬町１４－４,6900865,2021-01-20,,6648,
F133110109503,F1(大学),33(岡山),1(国),1(本),岡山大学,岡山県岡山市北区津島中１－１－１,7008530,2021-01-20,,0332,
F133210109510,F1(大学),33(岡山),2(公),1(本),岡山県立大学,岡山県総社市窪木１１１,7191112,2021-01-20,,1278,
F133210109529,F1(大学),33(岡山),2(公),1(本),新見公立大学,岡山県新見市西方１２６３番地２,7188585,2021-01-20,,1279,
F133310109536,F1(大学),33(岡山),3(私),1(本),吉備国際大学,岡山県高梁市伊賀町８,7168508,2021-01-20,,2725,
F133310109545,F1(大学),33(岡山),3(私),1(本),岡山商科大学,岡山県岡山市北区津島京町２－１０－１,7008601,2021-01-20,,2726,
F133310109554,F1(大学),33(岡山),3(私),1(本),岡山理科大学,岡山県岡山市北区理大町１－１,7000005,2021-01-20,,2727,
F133310109563,F1(大学),33(岡山),3(私),1(本),くらしき作陽大学,岡山県倉敷市玉島長尾３５１５,7100292,2021-01-20,,2728,
F133310109572,F1(大学),33(岡山),3(私),1(本),ノートルダム清心女子大学,岡山県岡山市北区伊福町２－１６－９,7008516,2021-01-20,,2729,
F133310109581,F1(大学),33(岡山),3(私),1(本),川崎医科大学,岡山県倉敷市松島５７７,7010192,2021-01-20,,2730,
F133310109590,F1(大学),33(岡山),3(私),1(本),就実大学,岡山県岡山市中区西川原１－６－１,7038516,2021-01-20,,2731,
F133310109607,F1(大学),33(岡山),3(私),1(本),川崎医療福祉大学,岡山県倉敷市松島２８８,7010193,2021-01-20,,2732,
F133310109616,F1(大学),33(岡山),3(私),1(本),山陽学園大学,岡山県岡山市中区平井１－１４－１,7038501,2021-01-20,,2733,
F133310109625,F1(大学),33(岡山),3(私),1(本),倉敷芸術科学大学,岡山県倉敷市連島町西之浦２６４０,7128505,2021-01-20,,2734,
F133310109634,F1(大学),33(岡山),3(私),1(本),岡山学院大学,岡山県倉敷市有城７８７番地,7108511,2021-01-20,,2735,
F133310109643,F1(大学),33(岡山),3(私),1(本),中国学園大学,岡山県岡山市北区庭瀬８３番地,7010197,2021-01-20,,2736,
F133310109652,F1(大学),33(岡山),3(私),1(本),環太平洋大学,岡山県岡山市瀬戸町観音寺７２１番地,7090863,2021-01-20,,2737,
F133310109661,F1(大学),33(岡山),3(私),1(本),岡山医療専門職大学　,岡山県岡山市北区大供３丁目２－１８　,7000913,2021-01-20,,2738,
F133310109670,F1(大学),33(岡山),3(私),1(本),美作大学,岡山県津山市北園町５０,7088511,2021-01-20,,2743,
F233210109680,F2(短大),33(岡山),2(公),1(本),倉敷市立短期大学,岡山県倉敷市児島稗田町１６０,7110937,2021-01-20,,4542,
F233210109699,F2(短大),33(岡山),2(公),9(廃),新見公立短期大学,岡山県新見市西方１２６３－２,7180017,2021-01-20,2021-05-27,4546,
F233310109704,F2(短大),33(岡山),3(私),1(本),就実短期大学,岡山県岡山市中区西川原１－６－１,7038516,2021-01-20,,5726,
F233310109713,F2(短大),33(岡山),3(私),1(本),岡山短期大学,岡山県倉敷市有城７８７番地,7108511,2021-01-20,,5727,
F233310109722,F2(短大),33(岡山),3(私),1(本),作陽短期大学,岡山県倉敷市玉島長尾３５２４,7100292,2021-01-20,,5728,
F233310109731,F2(短大),33(岡山),3(私),1(本),中国短期大学,岡山県岡山市北区庭瀬８３番地,7010197,2021-01-20,,5730,
F233310109740,F2(短大),33(岡山),3(私),1(本),美作大学短期大学部,岡山県津山市北園町５０,7088511,2021-01-20,,5731,
F233310109759,F2(短大),33(岡山),3(私),1(本),山陽学園短期大学,岡山県岡山市中区平井１－１４－１,7038501,2021-01-20,,5732,
F233310109768,F2(短大),33(岡山),3(私),1(本),川崎医療短期大学,岡山県岡山市北区中山下二丁目１－７０,7000821,2021-01-20,,5733,
G133110109770,G1(高専),33(岡山),1(国),1(本),津山工業高等専門学校,岡山県津山市沼６２４－１,7080824,2021-01-20,,6652,
F134110109780,F1(大学),34(広島),1(国),1(本),広島大学,広島県東広島市鏡山１－３－２,7398511,2021-01-20,,0336,
F134210109797,F1(大学),34(広島),2(公),1(本),県立広島大学,広島県広島市南区宇品東１丁目１番７１号,7348558,2021-01-20,,1282,
F134210109804,F1(大学),34(広島),2(公),1(本),尾道市立大学,広島県尾道市久山田町１６００番地２,7228506,2021-01-20,,1283,
F134210109813,F1(大学),34(広島),2(公),1(本),広島市立大学,広島県広島市安佐南区大塚東３－４－１,7313194,2021-01-20,,1287,
F134210109822,F1(大学),34(広島),2(公),1(本),福山市立大学,広島県福山市港町二丁目１９－１,7210964,2021-01-20,,1295,
F134210111926,F1(大学),34(広島),2(公),1(本),叡啓大学,広島県広島市中区幟町１－５,7300016,2021-05-27,,1296,
F134310109839,F1(大学),34(広島),3(私),1(本),エリザベト音楽大学,広島県広島市中区幟町４－１５,7300016,2021-01-20,,2744,
F134310109848,F1(大学),34(広島),3(私),1(本),広島経済大学,広島県広島市安佐南区祇園５－３７－１,7310138,2021-01-20,,2745,
F134310109857,F1(大学),34(広島),3(私),1(本),広島工業大学,広島県広島市佐伯区三宅２－１－１,7315193,2021-01-20,,2746,
F134310109866,F1(大学),34(広島),3(私),1(本),広島修道大学,広島県広島市安佐南区大塚東１－１－１,7313195,2021-01-20,,2747,
F134310109875,F1(大学),34(広島),3(私),1(本),広島女学院大学,広島県広島市東区牛田東４－１３－１,7320063,2021-01-20,,2748,
F134310109884,F1(大学),34(広島),3(私),1(本),広島国際学院大学,広島県広島市安芸区中野６－２０－１,7390321,2021-01-20,,2749,
F134310109893,F1(大学),34(広島),3(私),1(本),広島文教大学,広島県広島市安佐北区可部東１－２－１,7310222,2021-01-20,,2750,
F134310109900,F1(大学),34(広島),3(私),1(本),安田女子大学,広島県広島市安佐南区安東６－１３－１,7310153,2021-01-20,,2751,
F134310109919,F1(大学),34(広島),3(私),1(本),福山大学,広島県福山市東村町字三蔵９８５番地の１,7290292,2021-01-20,,2752,
F134310109928,F1(大学),34(広島),3(私),1(本),比治山大学,広島県広島市東区牛田新町４－１－１,7328509,2021-01-20,,2753,
F134310109937,F1(大学),34(広島),3(私),1(本),福山平成大学,広島県福山市御幸町大字上岩成字正戸１１７－１,7200001,2021-01-20,,2754,
F134310109946,F1(大学),34(広島),3(私),1(本),広島文化学園大学,広島県呉市郷原学びの丘１－１－１　,7370182,2021-01-20,,2755,
F134310109955,F1(大学),34(広島),3(私),1(本),広島国際大学,広島県東広島市黒瀬学園台５５５－３６,7392695,2021-01-20,,2756,
F134310109964,F1(大学),34(広島),3(私),1(本),日本赤十字広島看護大学,広島県廿日市市阿品台東１－２,7380052,2021-01-20,,2757,
F134310109973,F1(大学),34(広島),3(私),1(本),広島都市学園大学,広島県広島市南区宇品西五丁目１３－１８,7340014,2021-01-20,,2759,
F234310109981,F2(短大),34(広島),3(私),1(本),山陽女子短期大学,広島県廿日市市佐方本町１－１,7380003,2021-01-20,,5744,
F234310109990,F2(短大),34(広島),3(私),1(本),比治山大学短期大学部,広島県広島市東区牛田新町４－１－１,7328509,2021-01-20,,5747,
F234310110005,F2(短大),34(広島),3(私),9(廃),広島国際学院大学自動車短期大学部,広島県広島市安芸区上瀬野町５１７－１,7390302,2021-01-20,2021-05-27,5750,
F234310110014,F2(短大),34(広島),3(私),1(本),広島文化学園短期大学,広島県広島市安佐南区長束西３－５－１,7310136,2021-01-20,,5751,
F234310110023,F2(短大),34(広島),3(私),1(本),安田女子短期大学,広島県広島市安佐南区安東６－１３－１,7310153,2021-01-20,,5754,
G134110110035,G1(高専),34(広島),1(国),1(本),呉工業高等専門学校,広島県呉市阿賀南２－２－１１,7370004,2021-01-20,,6656,
G134110110044,G1(高専),34(広島),1(国),1(本),広島商船高等専門学校,広島県豊田郡大崎上島町東野４２７２－１,7250231,2021-01-20,,6660,
F135110110054,F1(大学),35(山口),1(国),1(本),山口大学,山口県山口市吉田１６７７－１,7538511,2021-01-20,,0340,
F135210110061,F1(大学),35(山口),2(公),1(本),下関市立大学,山口県下関市大学町２－１－１,7518510,2021-01-20,,1288,
F135210110070,F1(大学),35(山口),2(公),1(本),山口県立大学,山口県山口市桜畠６－２－１,7538502,2021-01-20,,1292,
F135210110089,F1(大学),35(山口),2(公),1(本),山陽小野田市立山口東京理科大学,山口県山陽小野田市大学通１－１－１,7560884,2021-01-20,,1293,
F135210111961,F1(大学),35(山口),2(公),1(本),周南公立大学,山口県周南市学園台８４３－４－２,7458566,2022-05-01,,,
F135310110096,F1(大学),35(山口),3(私),1(本),梅光学院大学,山口県下関市向洋町１－１－１,7508511,2021-01-20,,2764,
F135310110103,F1(大学),35(山口),3(私),9(廃),徳山大学,山口県周南市学園台８４３－４－２,7458566,2021-01-20,2022-05-01,2765,F135210111961
F135310110112,F1(大学),35(山口),3(私),1(本),東亜大学,山口県下関市一の宮学園町２－１,7518503,2021-01-20,,2766,
F135310110121,F1(大学),35(山口),3(私),1(本),至誠館大学,山口県萩市椿東浦田５０００,7588585,2021-01-20,,2768,
F135310110130,F1(大学),35(山口),3(私),1(本),宇部フロンティア大学,山口県宇部市文京台二丁目１番１号,7550805,2021-01-20,,2769,
F135310110149,F1(大学),35(山口),3(私),1(本),山口学芸大学,山口県山口市小郡みらい町一丁目７番１号,7540032,2021-01-20,,2770,
F235310110157,F2(短大),35(山口),3(私),1(本),宇部フロンティア大学短期大学部,山口県宇部市文京台２－１－１,7550805,2021-01-20,,5764,
F235310110166,F2(短大),35(山口),3(私),1(本),下関短期大学,山口県下関市桜山町１－１,7500035,2021-01-20,,5765,
F235310110175,F2(短大),35(山口),3(私),1(本),山口短期大学,山口県防府市大字台道字大繁枝１１３４６番の２,7471232,2021-01-20,,5768,
F235310110184,F2(短大),35(山口),3(私),1(本),山口芸術短期大学,山口県山口市小郡みらい町一丁目７番１号,7540032,2021-01-20,,5769,
F235310110193,F2(短大),35(山口),3(私),1(本),岩国短期大学,山口県岩国市尾津町２－２４－１８,7400032,2021-01-20,,5770,
G135110110203,G1(高専),35(山口),1(国),1(本),徳山工業高等専門学校,山口県周南市学園台,7458585,2021-01-20,,6552,
G135110110212,G1(高専),35(山口),1(国),1(本),宇部工業高等専門学校,山口県宇部市常盤台２－１４－１,7558555,2021-01-20,,6664,
G135110110221,G1(高専),35(山口),1(国),1(本),大島商船高等専門学校,山口県大島郡周防大島町大字小松１０９１－１,7422193,2021-01-20,,6668,
F136110110231,F1(大学),36(徳島),1(国),1(本),徳島大学,徳島県徳島市新蔵町２－２４,7708501,2021-01-20,,0344,
F136110110240,F1(大学),36(徳島),1(国),1(本),鳴門教育大学,徳島県鳴門市鳴門町高島字中島７４８,7728502,2021-01-20,,0476,
F136310110255,F1(大学),36(徳島),3(私),1(本),四国大学,徳島県徳島市応神町古川字戎子野１２３－１,7711192,2021-01-20,,2779,
F136310110264,F1(大学),36(徳島),3(私),1(本),徳島文理大学,徳島県徳島市寺島本町東１丁目８,7708560,2021-01-20,,2780,
F236310110272,F2(短大),36(徳島),3(私),1(本),四国大学短期大学部,徳島県徳島市応神町古川字戎子野１２３－１,7711192,2021-01-20,,5779,
F236310110281,F2(短大),36(徳島),3(私),1(本),徳島文理大学短期大学部,徳島県徳島市寺島本町東１－８,7708560,2021-01-20,,5780,
F236310110290,F2(短大),36(徳島),3(私),1(本),徳島工業短期大学,徳島県板野郡板野町犬伏字蓮花谷１００,7790108,2021-01-20,,5782,
G136110110300,G1(高専),36(徳島),1(国),1(本),阿南工業高等専門学校,徳島県阿南市見能林町青木２６５,7740017,2021-01-20,,6672,
G136310000014,G1(高専),36(徳島),3(私),1(本),神山まるごと高等専門学校,徳島県名西郡神山町神領字西上角１７５－１,7713310,2023-05-01,,,
F137110110310,F1(大学),37(香川),1(国),1(本),香川大学,香川県高松市幸町１－１,7608521,2021-01-20,,0516,
F137210110327,F1(大学),37(香川),2(公),1(本),香川県立保健医療大学,香川県高松市牟礼町原２８１番地１,7610123,2021-01-20,,1300,
F137310110334,F1(大学),37(香川),3(私),1(本),四国学院大学,香川県善通寺市文京町３－２－１,7650013,2021-01-20,,2790,
F137310110343,F1(大学),37(香川),3(私),1(本),高松大学,香川県高松市春日町９６０,7610194,2021-01-20,,2791,
F237310110351,F2(短大),37(香川),3(私),1(本),香川短期大学,香川県綾歌郡宇多津町浜一番丁１０,7690201,2021-01-20,,5791,
F237310110360,F2(短大),37(香川),3(私),1(本),高松短期大学,香川県高松市春日町９６０,7610194,2021-01-20,,5794,
F237310111939,F2(短大),37(香川),3(私),1(本),せとうち観光専門職短期大学,香川県高松市屋島西町２３６６－１,7610113,2021-05-27,,5795,
G137110110372,G1(高専),37(香川),1(国),1(本),香川高等専門学校,香川県高松市勅使町３５５,7618058,2021-01-20,,6725,
F138110110382,F1(大学),38(愛媛),1(国),1(本),愛媛大学,愛媛県松山市道後樋又１０－１３,7908577,2021-01-20,,0352,
F138210110399,F1(大学),38(愛媛),2(公),1(本),愛媛県立医療技術大学,愛媛県伊予郡砥部町高尾田５４３番地,7912101,2021-01-20,,1305,
F138310110404,F1(大学),38(愛媛),3(私),1(本),松山大学,愛媛県松山市文京町４－２,7900826,2021-01-20,,2803,
F138310110413,F1(大学),38(愛媛),3(私),1(本),聖カタリナ大学,愛媛県松山市北条６６０,7992496,2021-01-20,,2804,
F138310110422,F1(大学),38(愛媛),3(私),1(本),松山東雲女子大学,愛媛県松山市桑原３－２－１,7908531,2021-01-20,,2805,
F238310110430,F2(短大),38(愛媛),3(私),1(本),今治明徳短期大学,愛媛県今治市矢田甲６８８,7940073,2021-01-20,,5803,
F238310110449,F2(短大),38(愛媛),3(私),1(本),環太平洋大学短期大学部,愛媛県宇和島市伊吹町馬場４２１,7980022,2021-01-20,,5804,
F238310110458,F2(短大),38(愛媛),3(私),1(本),聖カタリナ大学短期大学部,愛媛県松山市北条６６０,7992496,2021-01-20,,5806,
F238310110467,F2(短大),38(愛媛),3(私),1(本),松山東雲短期大学,愛媛県松山市桑原３－２－１,7908531,2021-01-20,,5807,
F238310110476,F2(短大),38(愛媛),3(私),1(本),松山短期大学,愛媛県松山市文京町４－２,7900826,2021-01-20,,5808,
G138110110488,G1(高専),38(愛媛),1(国),1(本),新居浜工業高等専門学校,愛媛県新居浜市八雲町７－１,7920805,2021-01-20,,6680,
G138110110497,G1(高専),38(愛媛),1(国),1(本),弓削商船高等専門学校,愛媛県越智郡上島町弓削下弓削１０００番地,7942593,2021-01-20,,6684,
F139110110504,F1(大学),39(高知),1(国),1(本),高知大学,高知県高知市曙町２－５－１,7808520,2021-01-20,,0520,
F139210110511,F1(大学),39(高知),2(公),1(本),高知県立大学,高知県高知市池２７５１－１,7818515,2021-01-20,,1308,
F139210110520,F1(大学),39(高知),2(公),1(本),高知工科大学,高知県香美市土佐山田町宮ノ口１８５,7828502,2021-01-20,,1309,
F139310110537,F1(大学),39(高知),3(私),1(本),高知リハビリテーション専門職大学,高知県土佐市高岡町乙１１３９－３,7811102,2021-01-20,,2811,
F139310110546,F1(大学),39(高知),3(私),1(本),高知学園大学,高知県高知市旭天神町２９２番地２６　,7800955,2021-01-20,,2812,
F139310110556,F1(大学),39(高知),3(私),1(本),?知健康科学?学,高知県高知市?津?２５００番地２,7815103,2024-05-01,,,
F239310110554,F2(短大),39(高知),3(私),1(本),高知学園短期大学,高知県高知市旭天神町２９２番地２６　,7800955,2021-01-20,,5820,
G139110110566,G1(高専),39(高知),1(国),1(本),高知工業高等専門学校,高知県南国市物部乙２００番１,7838508,2021-01-20,,6688,
F140110110574,F1(大学),40(福岡),1(国),1(本),九州工業大学,福岡県北九州市戸畑区仙水町１－１,8048550,2021-01-20,,0360,
F140110110583,F1(大学),40(福岡),1(国),1(本),福岡教育大学,福岡県宗像市赤間文教町１－１,8114192,2021-01-20,,0364,
F140110110592,F1(大学),40(福岡),1(国),1(本),九州大学,福岡県福岡市西区元岡７４４,8190395,2021-01-20,,0368,
F140210110607,F1(大学),40(福岡),2(公),1(本),北九州市立大学,福岡県北九州市小倉南区北方４－２－１,8028577,2021-01-20,,1312,
F140210110616,F1(大学),40(福岡),2(公),1(本),九州歯科大学,福岡県北九州市小倉北区真鶴２－６－１,8038580,2021-01-20,,1316,
F140210110625,F1(大学),40(福岡),2(公),1(本),福岡女子大学,福岡県福岡市東区香住ケ丘１－１－１,8138529,2021-01-20,,1320,
F140210110634,F1(大学),40(福岡),2(公),1(本),福岡県立大学,福岡県田川市大字伊田４３９５,8258585,2021-01-20,,1322,
F140310110641,F1(大学),40(福岡),3(私),1(本),九州共立大学,福岡県北九州市八幡西区自由ケ丘１－８,8078585,2021-01-20,,2827,
F140310110650,F1(大学),40(福岡),3(私),1(本),九州女子大学,福岡県北九州市八幡西区自由ヶ丘１－１,8070867,2021-01-20,,2828,
F140310110669,F1(大学),40(福岡),3(私),1(本),九州国際大学,福岡県北九州市八幡東区平野１－６－１,8058512,2021-01-20,,2829,
F140310110678,F1(大学),40(福岡),3(私),1(本),福岡歯科大学,福岡県福岡市早良区田村２－１５－１,8140193,2021-01-20,,2830,
F140310110687,F1(大学),40(福岡),3(私),1(本),九州産業大学,福岡県福岡市東区松香台２－３－１,8138503,2021-01-20,,2847,
F140310110696,F1(大学),40(福岡),3(私),1(本),久留米大学,福岡県久留米市旭町６７,8300011,2021-01-20,,2848,
F140310110703,F1(大学),40(福岡),3(私),1(本),西南学院大学,福岡県福岡市早良区西新６－２－９２,8148511,2021-01-20,,2849,
F140310110712,F1(大学),40(福岡),3(私),1(本),第一薬科大学,福岡県福岡市南区玉川町２２－１,8158511,2021-01-20,,2850,
F140310110721,F1(大学),40(福岡),3(私),1(本),中村学園大学,福岡県福岡市城南区別府５－７－１,8140198,2021-01-20,,2852,
F140310110730,F1(大学),40(福岡),3(私),1(本),西日本工業大学,福岡県京都郡苅田町新津１丁目１１番地１,8000394,2021-01-20,,2853,
F140310110749,F1(大学),40(福岡),3(私),1(本),福岡大学,福岡県福岡市城南区七隈８－１９－１,8140180,2021-01-20,,2854,
F140310110758,F1(大学),40(福岡),3(私),1(本),福岡工業大学,福岡県福岡市東区和白東３－３０－１,8110295,2021-01-20,,2855,
F140310110767,F1(大学),40(福岡),3(私),1(本),日本経済大学,福岡県太宰府市五条３－１１－２５,8180197,2021-01-20,,2856,
F140310110776,F1(大学),40(福岡),3(私),1(本),久留米工業大学,福岡県久留米市上津町２２２８－６６,8300052,2021-01-20,,2857,
F140310110785,F1(大学),40(福岡),3(私),1(本),産業医科大学,福岡県北九州市八幡西区医生ケ丘１－１,8078555,2021-01-20,,2858,
F140310110794,F1(大学),40(福岡),3(私),1(本),筑紫女学園大学,福岡県太宰府市石坂２－１２－１,8180192,2021-01-20,,2859,
